Id,Genre,GiaDinh,GiaThong,HocDuong,TichCuc,TieuCuc,TrungTinh

Dataset\GiaDinh_Trungtinh\gd_tt_0170.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0171.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0172.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0173.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0174.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0175.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0176.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0177.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0178.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0179.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0180.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0181.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0182.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0183.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0184.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0185.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0186.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0187.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0188.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0189.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0190.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0191.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0192.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0193.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0194.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0195.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0196.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0197.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0198.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0199.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0200.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0201.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0202.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0203.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0204.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0205.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0206.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0207.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0208.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0209.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0210.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0211.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0212.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0213.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0214.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0215.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0216.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0217.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0218.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0219.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0220.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0221.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0222.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0223.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0224.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0225.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0226.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0227.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0228.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0229.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0230.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0231.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0232.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0233.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0234.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0235.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0236.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0237.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0238.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0239.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0240.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0241.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0242.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0243.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0244.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0245.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0246.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0247.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0248.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0249.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0250.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0251.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0252.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0253.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0254.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0255.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0256.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0257.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0258.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0259.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0260.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0261.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0262.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0263.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0264.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0265.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0266.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0267.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0268.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0269.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0270.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0271.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0272.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0273.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0274.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0275.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0276.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0277.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0278.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0279.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0280.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0281.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0282.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0283.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0284.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0285.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0286.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0287.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0288.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0289.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0290.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0291.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0292.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0293.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0294.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0295.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0296.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0297.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0298.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0299.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0300.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0301.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0302.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0303.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0304.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0305.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0306.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0307.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0308.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0309.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0310.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0311.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0312.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0313.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0314.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0315.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0316.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0317.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0318.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0319.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0320.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0321.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0322.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0323.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0324.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0325.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0326.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0327.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0328.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0329.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0330.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0331.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0332.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0333.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0334.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0335.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0336.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0337.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0338.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0339.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0340.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0341.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0342.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0343.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0344.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0345.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0346.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0347.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0348.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0349.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0350.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0351.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0352.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0353.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0354.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0355.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0356.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0357.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0358.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0359.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0360.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0361.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0362.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0363.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0364.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0365.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0366.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0367.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0368.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0369.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0370.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0371.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0372.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0373.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0374.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0375.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0376.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0377.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0378.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0379.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

Dataset\GiaDinh_Trungtinh\gd_tt_0380.jpg,"[['GiaDinh', 'Trungtinh']]",1,0,0,0,0,1

